Id,X,Y,Rotation
1,19800,25600,0
1,22000,25600,0
1,26400,25600,0
1,28600,25600,0
1,35200,25600,0
1,37400,25600,0
1,0,27200,0
1,4400,27200,0
1,6600,27200,0
1,8800,27200,0
1,11000,27200,0
1,13200,27200,0
1,15400,27200,0
1,17600,27200,0
1,19800,27200,0
1,22000,27200,0
1,24200,27200,0
1,26400,27200,0
1,28600,27200,0
1,30800,27200,0
1,33000,27200,0
1,35200,27200,0
1,37400,27200,0
1,0,28800,0
1,2200,28800,0
1,4400,28800,0
1,6600,28800,0
1,11000,28800,0
1,13200,28800,0
1,15400,28800,0
1,17600,28800,0
1,19800,28800,0
1,22000,28800,0
1,24200,28800,0
1,26400,28800,0
1,28600,28800,0
1,30800,28800,0
1,33000,28800,0
1,35200,28800,0
1,37400,28800,0
1,0,30400,0
1,2200,30400,0
1,4400,30400,0
1,6600,30400,0
1,8800,30400,0
1,11000,30400,0
1,13200,30400,0
1,15400,30400,0
1,17600,30400,0
1,19800,30400,0
1,22000,30400,0
1,24200,30400,0
1,26400,30400,0
1,28600,30400,0
1,30800,30400,0
1,35200,30400,0
1,37400,30400,0
1,2200,32000,0
1,4400,32000,0
1,6600,32000,0
1,8800,32000,0
1,11000,32000,0
1,13200,32000,0
1,17600,32000,0
1,19800,32000,0
1,22000,32000,0
1,24200,32000,0
1,26400,32000,0
1,28600,32000,0
1,30800,32000,0
1,33000,32000,0
1,35200,32000,0
1,37400,32000,0
1,0,33600,0
1,2200,33600,0
1,4400,33600,0
1,8800,33600,0
1,15400,33600,0
1,17600,33600,0
1,19800,33600,0
1,22000,33600,0
1,26400,33600,0
1,28600,33600,0
1,30800,33600,0
1,33000,33600,0
1,35200,33600,0
1,37400,33600,0
1,0,35200,0
1,2200,35200,0
1,4400,35200,0
1,6600,35200,0
1,8800,35200,0
1,11000,35200,0
1,13200,35200,0
1,15400,35200,0
1,17600,35200,0
1,19800,35200,0
1,22000,35200,0
1,24200,35200,0
1,26400,35200,0
1,28600,35200,0
1,30800,35200,0
1,33000,35200,0
1,35200,35200,0
1,37400,35200,0
1,0,36800,0
1,4400,36800,0
1,6600,36800,0
1,8800,36800,0
1,11000,36800,0
1,13200,36800,0
1,15400,36800,0
1,17600,36800,0
1,19800,36800,0
1,22000,36800,0
1,24200,36800,0
1,26400,36800,0
1,28600,36800,0
1,30800,36800,0
1,33000,36800,0
1,35200,36800,0
1,2200,38400,0
1,4400,38400,0
1,6600,38400,0
1,8800,38400,0
1,11000,38400,0
1,13200,38400,0
1,15400,38400,0
1,19800,38400,0
1,22000,38400,0
1,24200,38400,0
1,26400,38400,0
1,28600,38400,0
1,30800,38400,0
1,35200,38400,0
1,37400,17600,180
1,17600,13700,180
1,17600,38400,0
1,30800,12800,180
1,35200,27200,180
1,26400,0,0
1,37400,36800,0
1,28600,4800,0
1,35200,39300,180
1,2200,39300,180
1,6600,4100,180
1,26400,1600,0
1,28600,22400,0
1,4400,14400,180
1,28600,25600,180
1,15400,34500,180
1,17600,3200,0
1,19800,16000,180
1,24200,33600,0
1,13200,34500,180
1,2200,27200,0
1,24200,20100,180
1,17600,8000,0
1,24200,14400,0
1,6600,20800,0
1,11000,24900,180
1,15400,26500,180
1,17600,13700,90
1,33000,8000,180
1,2200,11200,0
1,30800,4100,180
1,11000,29700,180
1,24200,12800,0
1,8800,3200,180
1,8800,34500,180
1,15400,20800,180
1,6600,2500,180
1,4400,38400,180
1,26400,26500,180
1,33000,26500,180
1,35200,32000,180
1,17600,33600,180
1,28600,18500,180
1,24200,14400,180
1,33000,20100,180
2,16000,15900,180
1,17600,10500,180
1,39600,39300,180
1,2200,32900,180
